index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
CHWY,CHWY,"Chewy, Inc.",69.39,3.4128182,2.290001,67.6,70.05,120.0,60.45,28988575744.0,69.716,79.83675,2715332.0,3481717.0,NYSE,69.36,67.1,0.023,3016.9565,2021-12-09T21:00:00.000+0000,417763017.0,1638176236
CHX,CHX,ChampionX Corporation,20.275,-8.299417,-1.835001,19.69,20.48,30.48,11.85,4096969216.0,24.3597,23.5339,1483765.0,1314807.0,NASDAQ,20.39,22.11,0.38,53.355263,2022-02-21T10:59:00.000+0000,202069998.0,1638176236
CII,CII,"BlackRock Enhanced Capital and Income Fund, Inc.",21.04,-1.5442204,-0.32999992,20.8192,21.16,21.84,16.84,928314304.0,21.097,20.49655,58717.0,71344.0,NYSE,21.15,21.37,6.429,3.272671,,44121402.0,1638176236
CIRX,CIRX,CirTran Corporation,0.069,0.0,0.0,0.069,0.069,0.2,0.0202,341233.0,0.0707024,0.06070475,18.0,11157.0,MUTUAL_FUND,0.069,0.069,0.086,0.80232555,2021-05-17T10:59:00.000+0000,4945406.0,1638176236
CIT,CIT,CIT Group Inc.,50.96,-5.4194546,-2.920002,49.38,51.83,56.62,33.41,5053687808.0,51.58,51.3286,549852.0,563776.0,NYSE,51.23,53.88,6.881,7.4059,2022-01-24T08:00:00.000+0000,99169698.0,1638176236
CIXX,CIXX,CI Financial Corp.,22.94,-3.8155131,-0.90999985,22.7705,23.25,24.52,11.71,4580773888.0,22.19054,18.437155,24386.0,33369.0,NYSE,23.25,23.85,1.477,15.531483,2022-02-09T13:30:00.000+0000,199684999.0,1638176236
CLBR,CLBR,Colombier Acquisition Corp.,9.65,-0.617924,-0.0600004,9.65,9.69,9.78,9.55,208078112.0,9.69778,9.664505,79848.0,63479.0,NYSE,9.69,9.71,,,,21562499.0,1638176236
CLOW,CLOW,"Cloudweb, Inc.",6.0,4858.6855,5.879,0.101,0.16025,53.8,0.101,1894218.0,18.868,30.704,1.0,61.0,MUTUAL_FUND,0.1205,0.12099981,-37.063,,,315703.0,1638176236
CLRMW,CLRMW,Clarim Acquisition Corp.,0.71,-5.333336,-0.04000002,0.7,0.85,0.85,0.7,,0.0,0.0,7100.0,0.0,NASDAQ,0.648148,0.75,,,,,1638176236
CLVRW,CLVRW,Clever Leaves Holdings Inc.,0.79,5.333336,0.04000002,0.7501,0.791,8.26,0.7,,0.9944,2.116565,47110.0,64639.0,NASDAQ,0.9401,0.75,-1.504,,,,1638176236
CMS,CMS,CMS Energy Corporation,60.13,-1.4908254,-0.90999985,60.06,61.05,65.79,53.19,17419481088.0,60.4936,61.0953,782524.0,1314007.0,NYSE,60.69,61.04,3.017,19.930395,2022-02-02T13:30:00.000+0000,289697008.0,1638176236
COF,COF,Capital One Financial Corporation,149.16,-4.2987275,-6.699997,144.37,150.54,177.95,85.16,63485779968.0,160.6144,152.42685,2922269.0,2901426.0,NYSE,150.54,155.86,26.739,5.5783687,2022-01-24T10:59:00.000+0000,425622016.0,1638176236
COFS,COFS,"ChoiceOne Financial Services, Inc.",25.81,-1.0352778,-0.27000046,25.42,25.97,32.8,22.76,195491136.0,25.2882,25.0952,2332.0,6195.0,NASDAQ,25.42,26.08,2.718,9.495953,2022-01-28T10:59:00.000+0000,7574240.0,1638176236
COKE,COKE,"Coca-Cola Consolidated, Inc.",597.1,0.1828771,1.0899658,580.545,600.0,605.92,252.14,5597029888.0,433.9654,373.60104,30271.0,20404.0,NASDAQ,584.88,596.01,25.164,23.728342,2022-02-24T10:59:00.000+0000,9373689.0,1638176236
COMP,COMP,"Compass, Inc.",9.5,-0.3147926,-0.02999973,9.13,9.54,22.11,9.13,3791288576.0,12.137,14.203833,980210.0,1790865.0,NYSE,9.38,9.53,-1.419,,2021-11-10T16:05:06.000+0000,399083008.0,1638176236
CONSTI.HE,CONSTI.HE,Consti Oyj,12.95,1.171872,0.14999962,12.8,12.95,14.1,9.3,100162160.0,12.367,12.7155,2116.0,10347.0,HEL,12.95,12.8,0.412,31.43204,2022-02-03T10:59:00.000+0000,7734530.0,1638176236
COOLU,COOLU,Corner Growth Acquisition Corp.,10.04,0.0,0.0,10.04,10.04,10.95,9.79,,10.02886,10.08861,3000.0,10280.0,NASDAQ,10.04,10.04,-0.09,,,,1638176236
CORN,CORN,Teucrium Corn Fund,21.88,1.29629,0.279999,20.8101,21.88,22.98,13.86,,20.6374,19.78775,147719.0,162744.0,NYSE,21.43,21.6,,,,,1638176236
CORR,CORR,"CorEnergy Infrastructure Trust, Inc.",4.1,-4.8723907,-0.21000004,4.04,4.28,11.04,4.04,60953880.0,4.6656,5.8701,130347.0,108109.0,NYSE,4.19,4.31,-1.497,,2021-11-09T08:00:02.000+0000,14866800.0,1638176236
COVAW,COVAW,COVA Acquisition Corp.,0.63,1.6129017,0.00999999,0.5906,0.63,0.63,0.5906,,0.0,0.0,1287.0,0.0,NASDAQ,0.63,0.62,,,,,1638176236
CPAH,CPAH,,3.49,0.87,0.03,3.47,3.49,5.92,1.84,22530184.0,3.441707,3.2632551,74600.0,53295.0,,3.47,3.46,0.107,32.61682,2019-07-11T16:30:00.000+0000,6455640.0,1638176236
CPSI,CPSI,"Computer Programs and Systems, Inc.",29.99,-1.7043607,-0.52000046,29.0,30.365,37.62,26.22,439305504.0,34.7522,32.8923,92766.0,120000.0,NASDAQ,30.15,30.51,1.101,27.238874,2022-02-07T10:59:00.000+0000,14648400.0,1638176236
CPTK,CPTK,Crown Proptech Acquisitions,9.88,-0.10111454,-0.01000023,9.87,9.885,10.0,9.55,340860000.0,9.7807,9.720941,6506.0,86671.0,NYSE,9.87,9.89,,,,34500000.0,1638176236
CRVL,CRVL,CorVel Corporation,184.64,-7.127407,-14.169998,184.3352,197.81,200.72,89.35,3271802368.0,182.7834,141.1456,37747.0,37265.0,NASDAQ,196.29,198.81,3.25,56.81231,2022-01-31T13:30:00.000+0000,17719900.0,1638176236
CRWS,CRWS,"Crown Crafts, Inc.",7.7913,-0.11154322,-0.00870037,7.695,7.88,8.4,6.5,78517600.0,7.5254,7.61075,11427.0,15790.0,NASDAQ,7.78,7.8,0.738,10.557317,2022-02-08T13:30:00.000+0000,10077599.0,1638176236
CSGS,CSGS,"CSG Systems International, Inc.",51.75,-1.5972621,-0.84000015,51.535,52.56,54.83,42.47,1689420160.0,50.6088,47.38425,117056.0,136460.0,NASDAQ,51.89,52.59,2.129,24.307186,2022-02-01T21:00:00.000+0000,32645800.0,1638176236
CSSEP,CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",27.195,-0.8928602,-0.24500084,27.07,27.36,29.2,22.85,95461520.0,27.6577,27.53788,2148.0,3407.0,NASDAQ,27.07,27.44,-3.33,,,3510260.0,1638176236
CTAQU,CTAQU,Carney Technology Acquisition Corp. II,10.05,0.2993985,0.02999973,10.02,10.06,11.15,9.85,,10.0143,10.05963,16.0,8987.0,NASDAQ,10.02,10.02,,,,,1638176236
CTSH,CTSH,Cognizant Technology Solutions Corporation,78.4,-2.8981872,-2.3399963,78.1,80.18,82.84,66.19,41179758592.0,78.1362,75.31475,1726768.0,2430465.0,NASDAQ,80.03,80.74,3.545,22.115656,2022-02-01T10:59:00.000+0000,525252023.0,1638176236
CULP,CULP,"Culp, Inc.",10.48,-0.75758404,-0.08000088,10.11,10.48,17.88,10.11,127890576.0,12.681,14.6076,5575.0,20809.0,NYSE,10.4,10.56,0.659,15.902883,2021-12-01T21:00:00.000+0000,12203299.0,1638176236
CVEO,CVEO,Civeo Corporation,21.88,-0.454961,-0.1,21.07,21.88,25.28,13.09,311794368.0,22.3058,19.585526,25688.0,30247.0,NYSE,21.48,21.98,-0.897,,2022-02-24T13:30:00.000+0000,14250200.0,1638176236
CVM,CVM,CEL-SCI Corporation,10.22,-6.066175,-0.65999985,10.13,10.9,40.91,7.08,439748224.0,11.2936,14.9045,947807.0,617155.0,AMEX,10.5,10.88,-0.886,,2021-12-28T10:59:00.000+0000,43028202.0,1638176236
DCOM,DCOM,"Dime Community Bancshares, Inc.",35.15,-4.4317493,-1.6299973,34.39,35.88,38.35,22.23,1421972224.0,34.9672,33.15135,117629.0,149980.0,NASDAQ,35.69,36.78,1.859,18.908016,2022-01-26T21:00:00.000+0000,40454402.0,1638176236
DCRBW,DCRBW,Decarbonization Plus Acquisition Corporation,2.42,17.475735,0.36000013,2.07,2.42,2.42,2.07,,0.0,0.0,46293.0,0.0,NASDAQ,2.07,2.06,,,,,1638176236
DDD,DDD,3D Systems Corporation,22.66,-3.738322,-0.88000107,22.14,23.14,56.5,8.6,2894339072.0,27.5514,28.55755,1346509.0,2581360.0,NYSE,22.57,23.54,2.483,9.126057,2021-11-08T16:15:01.000+0000,127728997.0,1638176236
DHCAU,DHCAU,DHC Acquisition Corp.,9.95,0.0,0.0,9.95,9.97,10.36,9.76,,9.9445,9.971608,1645.0,3522.0,NASDAQ,9.954,9.95,,,,,1638176236
DHCNL,DHCNL,Diversified Healthcare Trust,23.85,-2.1337729,-0.52000046,23.56,24.32,24.32,23.56,,0.0,0.0,23148.0,0.0,NASDAQ,24.32,24.37,,,2020-08-06T12:30:00.000+0000,,1638176236
DHHCW,DHHCW,DiamondHead Holdings Corp.,0.7011,3.0120487,0.0205,0.7,0.7011,0.7011,0.7,,0.0,0.0,3132.0,0.0,NASDAQ,0.7201,0.6806,,,,,1638176236
DIGIA.HE,DIGIA.HE,Digia Oyj,6.49,-1.5174564,-0.10000038,6.41,6.55,9.46,6.04,173713936.0,6.7984,7.43835,12505.0,16029.0,HEL,6.5,6.59,0.42,15.452381,2022-02-07T10:59:00.000+0000,26766400.0,1638176236
DIGP,DIGP,"DigiPath, Inc.",0.03405,4.447848,0.00145,0.03405,0.0357,0.1,0.0175,2425388.0,0.039586,0.04788,27139.0,102134.0,MUTUAL_FUND,0.0341,0.0326,-0.024,,2021-05-18T12:30:00.000+0000,71230191.0,1638176236
DLNG,DLNG,Dynagas LNG Partners LP,3.1,0.3236243,0.00999999,3.05,3.1,3.72,2.16,114086816.0,3.1166,3.003905,22617.0,46831.0,NYSE,3.1,3.09,0.96,3.2291667,2021-11-18T16:05:01.000+0000,36802199.0,1638176236
DLR,DLR,"Digital Realty Trust, Inc.",164.76,-0.8723977,-1.4500122,163.995,168.54,168.54,124.65,46756745216.0,153.9808,151.1286,1039598.0,1371869.0,NYSE,164.97,166.21,2.371,69.48966,2022-02-09T10:59:00.000+0000,283786995.0,1638176236
DNMR,DNMR,"Danimer Scientific, Inc.",13.89,-0.07193723,-0.00999928,13.22,13.98,66.3,12.0,1393778176.0,15.919,23.7399,1016607.0,2293434.0,NYSE,13.29,13.9,-0.673,,2021-11-15T16:05:00.000+0000,100344001.0,1638176236
DOGZ,DOGZ,Dogness (International) Corporation,4.9,-2.9702988,-0.1500001,4.8,5.02,5.71,1.3,155834208.0,3.6542,2.37455,252216.0,993114.0,NASDAQ,4.85,5.05,0.05,98.0,2021-10-29T10:58:16.000+0000,31802900.0,1638176236
DOLE,DOLE,Dole plc,13.28,-3.2070012,-0.44000053,13.1,13.6326,17.66,13.1,1236349440.0,14.6696,14.987023,343005.0,544471.0,NYSE,13.5,13.72,0.155,85.677414,2021-12-03T13:30:00.000+0000,93098602.0,1638176236
DORM,DORM,"Dorman Products, Inc.",113.9,-6.2937074,-7.6500015,113.59,119.46,122.96,86.22,3601950976.0,105.2518,102.34895,58275.0,86712.0,NASDAQ,119.46,121.55,4.151,27.43917,2022-02-21T13:30:00.000+0000,31623801.0,1638176236
DPWW,DPWW,"Diego Pellicer Worldwide, Inc.",0.0109,1.3953464,0.00015,0.0103,0.011,0.22,0.00405,2742363.0,0.013204,0.0354212,359388.0,1540581.0,MUTUAL_FUND,0.011,0.01075,-0.004,,2021-02-09T21:00:00.000+0000,251592936.0,1638176236
DRAY,DRAY,Macondray Capital Acquisition Corp. I,9.86,0.0,0.0,9.858,9.86,10.1,9.61,354343744.0,9.8166,9.793375,683.0,79257.0,NASDAQ,9.86,9.86,,,,35937499.0,1638176236
DRH-PA,DRH-PA,DiamondRock Hospitality Company,26.97,-1.13637,-0.310001,26.97,26.97,30.0,25.9,,27.521704,28.170965,2304.0,10541.0,NYSE,27.17,27.28,-1.951,,,,1638176236
DRVN,DRVN,Driven Brands Holdings Inc.,30.97,-2.5794325,-0.8200016,30.35,31.57,35.56,22.26,5183758336.0,30.4276,29.02755,151964.0,421923.0,NASDAQ,31.57,31.79,0.261,118.659,2021-10-27T07:00:00.000+0000,167379991.0,1638176236
DSWL,DSWL,"Deswell Industries, Inc.",4.76,0.84746695,0.04000044,4.605,4.78,5.6,2.76,75851552.0,4.1266,4.1214,17129.0,11622.0,NASDAQ,4.71,4.72,0.679,7.010309,2020-11-10T13:30:00.000+0000,15935200.0,1638176236
DSX,DSX,Diana Shipping Inc.,4.21,-2.3201835,-0.09999991,4.07,4.25,6.36,1.62,385362368.0,5.0798,4.35015,615507.0,1248980.0,NYSE,4.12,4.31,0.037,113.78378,2022-02-21T06:30:00.000+0000,91535004.0,1638176236
DTST,DTST,Data Storage Corporation,3.8,-1.0416657,-0.03999996,3.66,3.81,13.1,0.13,25432412.0,4.2308,3.45115,67823.0,1148160.0,MUTUAL_FUND,3.75,3.84,0.041,92.68292,2021-11-15T08:00:03.000+0000,6692740.0,1638176236
DVD,DVD,"Dover Motorsports, Inc.",3.59,-0.27777752,-0.00999999,3.58,3.5987,3.61,1.83,130760720.0,2.6922,2.3964,20886.0,168731.0,NYSE,3.58,3.6,0.35,10.257143,2022-01-26T13:30:00.000+0000,36423599.0,1638176236
DX,DX,"Dynex Capital, Inc.",17.15,-0.8097241,-0.1400013,16.96,17.22,20.51,16.96,628818432.0,17.6448,18.4645,853275.0,505733.0,NYSE,17.2,17.29,3.948,4.3439717,2022-02-02T13:30:00.000+0000,36665798.0,1638176236
EBACU,EBACU,European Biotech Acquisition Corp.,9.9,0.0,0.0,9.87,9.915,10.49,9.77,,9.91248,9.958358,4.0,9801.0,NASDAQ,9.915,9.9,,,,,1638176236
ECC,ECC,Eagle Point Credit Company Inc.,15.1,-0.9836041,-0.14999962,14.8,15.2349,15.49,8.97,520792960.0,14.23036,13.266275,292284.0,192776.0,NYSE,15.0,15.25,6.223,2.4264824,2022-02-21T13:30:00.000+0000,34489600.0,1638176236
ECHO,ECHO,"Echo Global Logistics, Inc.",48.24,0.0,0.0,48.23,48.26,48.36,25.99,1284674688.0,48.033,35.8158,509262.0,654509.0,NASDAQ,48.24,48.24,2.188,22.047533,2022-02-01T10:59:00.000+0000,26630901.0,1638176236
EFOI,EFOI,"Energy Focus, Inc.",2.35,-6.000004,-0.1500001,2.3001,2.41,9.64,2.24,11955789.0,2.9394,3.78835,47965.0,77823.0,NASDAQ,2.37,2.5,-1.264,,2021-11-12T08:15:00.000+0000,5087570.0,1638176236
EIX,EIX,Edison International,64.94,-1.8291748,-1.2099991,64.61,65.65,66.21,53.92,24671225856.0,60.4228,58.43215,946739.0,1917463.0,NYSE,65.31,66.15,2.007,32.356754,2022-02-23T10:59:00.000+0000,379908005.0,1638176236
EL,EL,The Estée Lauder Companies Inc.,334.35,-4.255315,-14.859985,334.07,345.84,357.82,231.97,120348286976.0,327.2242,313.76584,1376219.0,1152869.0,NYSE,341.48,349.21,8.248,40.5371,2022-02-03T13:30:00.000+0000,359947023.0,1638176236
ELC,ELC,"Entergy Louisiana, LLC COLLATERAL TR MT",25.39,-0.19654539,-0.05000114,25.33,25.44,12800.0,25.33,,10242.857,7643.0713,5707.0,256463.0,NYSE,25.44,25.44,,,,,1638176236
ELS,ELS,"Equity LifeStyle Properties, Inc.",84.19,-1.8764576,-1.6100006,83.55,85.205,88.47,57.97,15476311040.0,83.2194,75.59305,285630.0,692785.0,NYSE,85.07,85.8,1.43,58.87413,2022-01-24T10:59:00.000+0000,183826001.0,1638176236
EMAN,EMAN,eMagin Corporation,1.91,-5.9113307,-0.12000001,1.84,1.98,5.42,1.13,138818224.0,2.3338,2.9537,1081367.0,515060.0,AMEX,1.96,2.03,-0.142,,2021-11-12T08:30:00.000+0000,72679698.0,1638176236
EMKR,EMKR,EMCORE Corporation,7.68,-3.030306,-0.24000025,7.33,7.77,10.87,3.96,283272960.0,7.5806,7.7311,214076.0,240344.0,NASDAQ,7.58,7.92,0.639,12.018779,2021-11-30T21:00:00.000+0000,36884500.0,1638176236
ENZ,ENZ,"Enzo Biochem, Inc.",3.38,1.1976109,0.0400002,3.34,3.48,4.85,2.03,163834688.0,3.481,3.28175,153313.0,186760.0,NYSE,3.34,3.34,0.16,21.125002,2021-12-07T21:00:00.000+0000,48471801.0,1638176236
EPSN,EPSN,Epsilon Energy Ltd.,5.3,2.9126232,0.1500001,5.1206,5.3,6.8,3.2,124535696.0,5.5314,4.6897,3698.0,35674.0,NASDAQ,5.21,5.15,0.203,26.108376,2021-11-10T23:02:15.000+0000,23497301.0,1638176236
ESTA,ESTA,Establishment Labs Holdings Inc.,66.41,-0.52426374,-0.34999847,65.87,67.425,88.66,25.73,1594085760.0,72.8734,72.2901,78756.0,92260.0,NASDAQ,67.0,66.76,-1.367,,2021-11-09T08:00:03.000+0000,24003701.0,1638176236
ETCK,ETCK,EnerTeck Corporation,0.075,-6.2499943,-0.005,0.075,0.075,0.13,0.02,2728552.0,0.0662,0.0688,625.0,6466.0,MUTUAL_FUND,0.075,0.08,-0.033,,2020-06-29T12:30:00.000+0000,36380693.0,1638176236
EUCRW,EUCRW,Eucrates Biomedical Acquisition Corp.,0.73,4.2559266,0.0298,0.7002,0.735,0.735,0.7002,,0.0,0.0,1960.0,0.0,NASDAQ,0.75,0.7002,,,,,1638176236
EVFM,EVFM,"Evofem Biosciences, Inc.",0.4389,-2.984086,-0.01350001,0.43,0.45,5.53,0.424,71604336.0,0.68222,1.3131,1287636.0,3084039.0,NASDAQ,0.437,0.4524,-1.752,,2021-11-15T16:00:04.000+0000,163144990.0,1638176236
EXP,EXP,Eagle Materials Inc.,159.25,-3.0913417,-5.080002,157.7801,160.62,166.42,90.85,6477318656.0,146.2508,142.1704,156341.0,339479.0,NYSE,158.53,164.33,8.205,19.408897,2022-01-26T13:30:00.000+0000,40673901.0,1638176236
EXPE,EXPE,"Expedia Group, Inc.",159.8,-9.482265,-16.73999,155.59,162.5,191.85,118.3,24214175744.0,169.174,165.19095,7044714.0,2358587.0,NASDAQ,161.0,176.54,-6.512,,2022-02-09T10:59:00.000+0000,151528008.0,1638176236
FARM,FARM,Farmer Bros. Co.,6.85,-3.521127,-0.25,6.74,7.06,13.08,3.67,123856216.0,7.955,9.3194,132649.0,118250.0,NASDAQ,6.92,7.1,-2.16,,2022-02-02T21:00:00.000+0000,18081199.0,1638176236
FATBB,FATBB,FAT Brands Inc.,12.6269,-6.4674096,-0.8731003,12.35,12.635,30.66,6.82,176346016.0,11.05414,11.201567,7776.0,410153.0,NASDAQ,12.35,13.5,-1.274,,,13965899.0,1638176236
FBIZ,FBIZ,"First Business Financial Services, Inc.",29.11,-0.58060133,-0.17000008,28.56,29.78,31.89,17.56,244241632.0,29.2644,27.1003,6829.0,14469.0,NASDAQ,29.1,29.28,3.849,7.5630035,2022-01-26T10:59:00.000+0000,8390300.0,1638176236
FCIC,FCIC,"FCCC, Inc.",1.3,-0.76335806,-0.00999999,1.3,1.31,2.49,0.186,4499326.0,1.5604,1.12216,1500.0,1384.0,MUTUAL_FUND,1.31,1.31,-0.039,,,3461020.0,1638176236
FCNCB,FCNCB,"First Citizens BancShares, Inc.",735.0,-4.5454545,-35.0,735.0,850.0,850.0,382.0,8106241536.0,736.4862,738.0154,102.0,100.0,PNK,850.0,770.0,55.391,13.269304,,11028900.0,1638176236
FENC,FENC,Fennec Pharmaceuticals Inc.,9.64,-2.5278058,-0.25,9.33,9.9399,10.078,5.8,251284928.0,9.2993,7.58675,125358.0,55869.0,NASDAQ,9.83,9.89,-0.628,,2021-11-10T06:00:00.000+0000,26066901.0,1638176236
FFHL,FFHL,"Fuwei Films (Holdings) Co., Ltd.",8.42,-0.82449585,-0.0699997,8.4159,8.7872,17.12,5.5,27498374.0,9.5658,9.82535,4813.0,10936.0,NASDAQ,8.67,8.49,2.097,4.01526,2021-11-29T21:00:00.000+0000,3265840.0,1638176236
FGNV,FGNV,Forge Innovation Development Corp.,1.0,0.0,0.0,1.0,1.0,6.0,0.9999,45621900.0,1.9684,2.6040604,1005.0,90.0,MUTUAL_FUND,1.0,1.0,-0.006,,,45621900.0,1638176236
FINMU,FINMU,Marlin Technology Corporation,9.95,-0.5000019,-0.05000019,9.95,10.015,11.18,9.7,,9.99648,10.022285,2368.0,19026.0,NASDAQ,10.015,10.0,,,,,1638176236
FIX,FIX,"Comfort Systems USA, Inc.",98.29,-3.778757,-3.8600006,96.03,100.45,103.74,49.64,3542499328.0,86.0288,78.8484,101087.0,134815.0,NYSE,98.27,102.15,4.071,24.143944,2022-02-23T10:59:00.000+0000,36041300.0,1638176236
FMN,FMN,Federated Hermes Premier Municipal Income Fund,15.0,-0.79365003,-0.11999989,14.95,15.12,16.97,14.0,172495504.0,15.1362,15.23455,5722.0,21376.0,NYSE,15.12,15.12,1.748,8.581236,2021-02-01T13:30:00.000+0000,11499700.0,1638176236
FMTX,FMTX,"Forma Therapeutics Holdings, Inc.",16.33,-5.9873395,-1.0400009,16.14,17.24,56.33,16.14,815036800.0,19.8124,25.54375,173296.0,323114.0,NASDAQ,17.15,17.37,-3.293,,2021-11-12T07:05:00.000+0000,49910398.0,1638176236
FORM,FORM,"FormFactor, Inc.",41.12,-5.3624897,-2.3300018,40.985,42.85,52.39,32.69,3215888128.0,39.423,39.71315,190869.0,296247.0,NASDAQ,42.29,43.45,0.97,42.39175,2022-02-01T10:59:00.000+0000,78207396.0,1638176236
FOX,FOX,Fox Corporation,35.07,-2.2575288,-0.8100014,34.57,35.24,42.14,26.89,20792264704.0,37.7322,36.0062,767175.0,963896.0,NASDAQ,35.13,35.88,2.958,11.855984,,592878948.0,1638176236
FREJN,FREJN,Federal Home Loan Mortgage Corporation,4.16,-0.95238006,-0.03999996,4.16,4.16,17.97,2.5,1641406976.0,3.66196,6.016845,333.0,469.0,PNK,4.16,4.2,0.265,15.698113,2020-07-30T09:00:00.000+0000,394568985.0,1638176236
FRONW,FRONW,Frontier Acquisition Corp.,0.8901,3.4999986,0.03009999,0.8506,0.8902,0.8902,0.8506,,0.0,0.0,8599.0,0.0,NASDAQ,0.831,0.86,,,,,1638176236
FSII,FSII,FS Development Corp. II,14.5,2.5459664,0.35999966,14.04,14.53,15.046,9.85,373502592.0,10.9872,10.292273,86792.0,132187.0,NASDAQ,14.17,14.14,,,,25758799.0,1638176236
FSLY,FSLY,"Fastly, Inc.",40.53,1.1227468,0.44999695,39.7,41.71,122.75,33.87,4762274816.0,45.4282,54.07505,1660693.0,2908320.0,NYSE,39.71,40.08,-1.838,,2022-02-15T10:59:00.000+0000,117499995.0,1638176236
FTAAU,FTAAU,FTAC Athena Acquisition Corp.,10.37,0.0,0.0,10.3,10.37,11.36,9.89,,10.24648,10.173495,700.0,4226.0,NASDAQ,10.35,10.37,,,,,1638176236
FULO,FULO,"FullNet Communications, Inc.",0.76,-8.433734,-0.06999999,0.76,0.83,1.75,0.035,13031036.0,0.9355,0.504715,17012.0,10233.0,MUTUAL_FUND,0.83,0.83,0.077,9.87013,,17146100.0,1638176236
FUSE,FUSE,Fusion Acquisition Corp.,10.0,-7.063199,-0.7600002,9.6,11.3385,12.9,9.51,437500000.0,9.99,9.957519,3705370.0,486858.0,NYSE,10.7,10.76,,,2021-06-03T10:59:00.000+0000,43750000.0,1638176236
FUTU,FUTU,Futu Holdings Limited,49.73,-8.668506,-4.720001,48.1,52.86,204.25,36.63,7293998592.0,71.3438,118.69575,5780860.0,6596201.0,NASDAQ,51.53,54.45,2.46,20.215446,2021-11-24T13:30:00.000+0000,146672001.0,1638176236
FVIV,FVIV,Fortress Value Acquisition Corp. IV,9.83,0.203869,0.0199995,9.82,9.83,10.23,9.5,798687488.0,9.77228,9.7785845,100337.0,165003.0,NYSE,9.83,9.81,,,,81249999.0,1638176236
FWONK,FWONK,Formula One Group,59.27,-2.5485027,-1.5499992,58.155,59.81,61.64,38.84,13619297280.0,55.2026,48.72545,673894.0,833584.0,NASDAQ,59.72,60.82,0.004,14817.499,2020-11-05T13:30:00.000+0000,229783993.0,1638176236
FWRG,FWRG,"First Watch Restaurant Group, Inc.",20.37,0.3942825,0.07999992,19.6657,20.47,25.46,18.75,1202816000.0,21.06275,21.06275,104512.0,399497.0,NASDAQ,20.0,20.29,-0.102,,2021-11-08T21:00:00.000+0000,59048405.0,1638176236
GAHC,GAHC,Global Arena Holding Inc.,0.0017,-5.5555525,-0.0001,0.0017,0.0018,0.0143,0.0015,3268862.0,0.002468,0.00340245,189709.0,16652336.0,MUTUAL_FUND,0.0018,0.0018,0.0,,2021-11-19T13:30:00.000+0000,1922860000.0,1638176236
GAMCU,GAMCU,Golden Arrow Merger Corp.,9.96,0.40322542,0.03999996,9.96,9.96,10.0,9.6,,9.90438,9.921978,1.0,6120.0,NASDAQ,9.92,9.92,,,,,1638176236
GASS,GASS,StealthGas Inc.,2.66,-0.37453148,-0.00999999,2.6,2.67,3.32,2.06,101617856.0,2.637,2.78745,77831.0,132323.0,NASDAQ,2.6,2.67,0.062,42.90323,2022-02-23T13:30:00.000+0000,38202202.0,1638176236
GBLIL,GBLIL,Global Indemnity Limited SUB NT 47,25.735,-0.21326214,-0.05500031,25.735,25.735,25.735,25.735,451914336.0,0.0,0.0,359.0,0.0,NASDAQ,25.735,25.79,-0.98,,,17560301.0,1638176236
GBRGR,GBRGR,Goldenbridge Acquisition Limited,0.392,-2.000004,-0.00800002,0.4,0.4,0.4,0.4,,0.0,0.0,3.0,0.0,NASDAQ,0.392001,0.4,,,,,1638176236
GCAN,GCAN,"The Greater Cannabis Company, Inc.",0.0042,7.6923065,0.0003,0.0035,0.00435,0.0241,0.002,2136279.0,0.0052518,0.00738495,295386.0,1835464.0,MUTUAL_FUND,0.00435,0.0039,-0.002,,,508637857.0,1638176236
GDL,GDL,The GDL Fund,8.96,-0.224937,-0.0201998,8.96,8.9721,9.3,8.53,124363008.0,8.987,8.97635,1794.0,13750.0,NYSE,8.98,8.9802,,,,13879800.0,1638176236
GDS,GDS,GDS Holdings Limited,55.55,-1.4196969,-0.79999924,54.0,56.59,116.76,49.16,10528113664.0,58.5418,71.4768,927622.0,1096306.0,NASDAQ,55.13,56.35,-1.098,,2021-11-16T13:30:00.000+0000,189524998.0,1638176236
GECCN,GECCN,Great Elm Capital Corp. - Notes,25.33,0.0,0.0,25.33,25.33,25.588,22.8,,25.22716,25.09803,200.0,1136.0,NASDAQ,25.33,25.33,,,,,1638176236
GFOR,GFOR,Graf Acquisition Corp. IV,9.7,-0.10298897,-0.01000023,9.7,9.7,10.0,9.63,208093120.0,9.7263,9.73366,1040.0,11017.0,NYSE,9.7,9.71,,,,21452899.0,1638176236
GHM,GHM,Graham Corporation,12.9,-0.46296617,-0.06000042,12.51,12.9499,17.44,11.71,137230192.0,12.8934,13.77945,20960.0,31576.0,NYSE,12.65,12.96,-0.212,,2022-01-26T13:30:00.000+0000,10637999.0,1638176236
GHY,GHY,"PGIM Global High Yield Fund, Inc",15.05,-0.7910342,-0.11999989,15.01,15.15,16.1,13.96,615904704.0,15.5302,15.4203,88555.0,113255.0,NYSE,15.14,15.17,,,2020-03-06T02:00:00.000+0000,40923901.0,1638176236
